1,3.416341
2,2.288995
3,2.026461
4,1.862505
5,1.779538
6,1.671645
7,1.650250
8,1.613817
9,1.394432
10,0.971771
11,0.825718
12,0.835926
13,0.742478
14,0.671081
15,0.692150
16,0.625022
17,0.602432
18,0.650307
19,0.582780
20,0.591630
21,0.561833
22,0.530985
23,0.504663
24,0.475864
25,0.507881
26,0.531834
27,0.453998
28,0.439111
29,0.455898
30,0.443212
31,0.419020
32,0.403114
33,0.410541
34,0.437191
35,0.393115
36,0.373452
37,0.405681
38,0.373811
39,0.362602
40,0.354651
41,0.373439
42,0.362503
43,0.336571
44,0.380349
45,0.360577
46,0.332515
47,0.336790
48,0.346733
49,0.321916
50,0.329953
51,0.330431
52,0.312479
53,0.339827
54,0.303399
55,0.289636
56,0.307290
57,0.293355
58,0.319454
59,0.270717
60,0.305480
61,0.311878
62,0.297218
63,0.309099
64,0.304170
65,0.291369
66,0.286069
67,0.298921
68,0.299246
69,0.258577
70,0.291105
71,0.286062
72,0.293829
73,0.257647
74,0.289055
75,0.247597
76,0.246137
77,0.266332
78,0.244031
79,0.239662
80,0.274963
81,0.247613
82,0.249181
83,0.267463
84,0.245768
85,0.270245
86,0.248391
87,0.250236
88,0.278503
89,0.276031
90,0.264845
91,0.235976
92,0.224065
93,0.226682
94,0.217998
95,0.232775
96,0.224370
97,0.236081
98,0.231869
99,0.227490
100,0.236404
