1,2.102665
2,1.769951
3,1.533274
4,1.090205
5,0.795045
6,0.746443
7,0.717315
8,0.641721
9,0.554607
10,0.508389
11,0.576664
12,0.491635
13,0.506041
14,0.455820
15,0.470096
16,0.440399
17,0.459681
18,0.396852
19,0.380022
20,0.417572
21,0.367461
22,0.405401
23,0.398901
24,0.360024
25,0.387878
26,0.366031
27,0.343699
28,0.360438
29,0.341916
30,0.366544
31,0.359943
32,0.339498
33,0.324292
34,0.311958
35,0.326958
36,0.329134
37,0.331811
38,0.327673
39,0.331339
40,0.318316
41,0.317551
42,0.308253
43,0.307558
44,0.280586
45,0.294845
46,0.272659
47,0.303508
48,0.279330
49,0.270956
50,0.274196
51,0.298276
52,0.288202
53,0.256043
54,0.258476
55,0.281008
56,0.250923
57,0.230642
58,0.242393
59,0.270200
60,0.279403
61,0.243559
62,0.253481
63,0.286392
64,0.265600
65,0.266982
66,0.266400
67,0.258415
68,0.273023
69,0.258297
70,0.263393
71,0.243891
72,0.250358
73,0.250854
74,0.237378
75,0.233509
76,0.211085
77,0.214961
78,0.278546
79,0.229042
80,0.237379
81,0.213348
82,0.228691
83,0.231687
84,0.207185
85,0.227783
86,0.206946
87,0.247010
88,0.228794
89,0.224215
90,0.244227
91,0.224702
92,0.207209
93,0.208364
94,0.224301
95,0.217143
96,0.204139
97,0.239726
98,0.239364
99,0.208288
100,0.205650
