1,3.109135
2,2.318264
3,2.004301
4,1.755977
5,1.618502
6,1.491832
7,1.399269
8,1.346865
9,1.341050
10,1.217195
11,1.109399
12,1.012556
13,1.000913
14,0.857694
15,0.796618
16,0.755280
17,0.657236
18,0.605176
19,0.592396
20,0.595863
21,0.558607
22,0.536198
23,0.487832
24,0.500156
25,0.468663
26,0.453399
27,0.430880
28,0.419704
29,0.401338
30,0.427846
31,0.389552
32,0.410909
33,0.367548
34,0.390792
35,0.376191
36,0.373370
37,0.339360
38,0.362045
39,0.381654
40,0.348739
41,0.319095
42,0.356128
43,0.339373
44,0.361145
45,0.329378
46,0.329162
47,0.305739
48,0.314572
49,0.319422
50,0.318193
51,0.289595
52,0.290362
53,0.281274
54,0.286595
55,0.277795
56,0.275171
57,0.271429
58,0.264681
59,0.285409
60,0.266795
61,0.265793
62,0.247426
63,0.248149
64,0.251825
65,0.255328
66,0.263037
67,0.262541
68,0.234790
69,0.222006
70,0.245770
71,0.268144
72,0.236221
73,0.230910
74,0.237309
75,0.222185
76,0.218412
77,0.186895
78,0.223499
79,0.202958
80,0.224880
81,0.193253
82,0.224842
83,0.207762
84,0.202181
85,0.221608
86,0.216581
87,0.202051
88,0.174621
89,0.208761
90,0.211228
91,0.193100
92,0.193347
93,0.200190
94,0.198238
95,0.192435
96,0.180147
97,0.173838
98,0.186621
99,0.183798
100,0.197143
